37.6215189,55.7722076,0
37.6250279,55.772113,0
37.6253069,55.7718234,0
37.6278818,55.7717027,0
37.6284611,55.7718475,0
37.6324093,55.7716906,0
37.6322806,55.7712561,0
37.6354563,55.7710871,0
37.63713,55.7707491,0
37.6366151,55.7708216,0
37.6364648,55.7703026,0
37.6400054,55.7693128,0
37.6410353,55.7687696,0
37.6424516,55.7694938,0
37.6447261,55.7685041,0
37.6464856,55.7678884,0
37.6482022,55.7684437,0
37.6502192,55.7663192,0
37.6521075,55.7649551,0
37.6538885,55.7641946,0
37.654146,55.7631081,0
37.6556909,55.7614299,0
37.6554978,55.7595707,0
37.6551974,55.7583874,0
37.6551545,55.757011,0
37.6542103,55.7543304,0
37.6546824,55.7525915,0
37.6529229,55.7491378,0
37.6535022,55.7451885,0
37.6530945,55.7438961,0
37.6522834,55.7429676,0
37.6513565,55.742652,0
37.6500261,55.7421447,0
37.6508629,55.7412992,0
37.6464641,55.7401154,0
37.6457346,55.7371437,0
37.6450694,55.7374215,0
37.6420224,55.7367813,0
37.6406062,55.7346067,0
37.6376879,55.7339906,0
37.6365936,55.7328307,0
37.6347268,55.7323837,0
37.634598,55.7324924,0
37.6293624,55.7315259,0
37.6265085,55.7315742,0
37.6261222,55.7310909,0
37.6241696,55.7314172,0
37.6202214,55.7312721,0
37.6169598,55.7318038,0
37.6121104,55.7320092,0
37.6022399,55.7346309,0
37.5994289,55.7360685,0
37.5977552,55.7367088,0
37.5956524,55.7371075,0
37.594837,55.7375544,0
37.594837,55.737337,0
37.5923478,55.7373853,0
37.5878846,55.7393422,0
37.5868118,55.7417944,0
37.5869191,55.7428815,0
37.5860608,55.7439686,0
37.5849021,55.7473987,0
37.5843227,55.7486064,0
37.5855029,55.7492706,0
37.5849235,55.749814,0
37.5855458,55.7500435,0
37.5851167,55.750128,0
37.5846124,55.750919,0
37.5854814,55.752676,0
37.585975,55.7546443,0
37.585417,55.7551877,0
37.5862754,55.7559364,0
37.5868333,55.7574457,0
37.5876057,55.7582063,0
37.5867474,55.7593171,0
37.5887644,55.7627942,0
37.5904381,55.7638928,0
37.5915969,55.7651845,0
37.5936568,55.7658363,0
37.594043,55.766802,0
37.5959743,55.7674659,0
37.598399,55.7683351,0
37.5989139,55.7687213,0
37.6018322,55.7700974,0
37.6040423,55.7712078,0
37.6085055,55.7716544,0
37.610029,55.7720105,0
37.6126254,55.7722941,0
37.6158869,55.7723906,0
37.6180756,55.7726682,0
37.6209081,55.7727407,0
37.6207149,55.7737907,0
37.619127,55.7741528,0
37.6189983,55.7747079,0
37.6159942,55.7746959,0
37.6139128,55.7753234,0
37.6103723,55.7738148,0
37.6063383,55.773839,0
37.601918,55.7733562,0
37.5993431,55.7722579,0
37.5994504,55.7732476,0
37.5979055,55.7724389,0
37.5941289,55.7704836,0
37.5887859,55.7669952,0
37.5862968,55.7647981,0
37.583679,55.7605486,0
37.582134,55.7592688,0
37.5812328,55.7546082,0
37.5805676,55.7501763,0
37.5802672,55.7485701,0
37.5802672,55.7464566,0
37.5813401,55.742966,0
37.5823057,55.7413475,0
37.5830567,55.740659,0
37.5844514,55.738086,0
37.5842583,55.7379289,0
37.5881851,55.7359839,0
37.5932277,55.7345161,0
37.5928414,55.733616,0
37.5953949,55.7334832,0
37.6015747,55.7308613,0
37.6112521,55.7276715,0
37.6146209,55.727611,0
37.6145565,55.728324,0
37.619685,55.7284085,0
37.6199639,55.7276715,0
37.6231182,55.7278527,0
37.6269162,55.7285535,0
37.6276672,55.729061,0
37.6360572,55.730076,0
37.6414001,55.7303781,0
37.6437605,55.732275,0
37.6485455,55.7349208,0
37.6513565,55.7359719,0
37.651335,55.7366726,0
37.6539314,55.7376994,0
37.6562488,55.7389074,0
37.6559484,55.7396805,0
37.6577079,55.7403328,0
37.6573538,55.7413052,0
37.656914,55.74235,0
37.6574719,55.7439444,0
37.6571715,55.7444638,0
37.6570427,55.7451401,0
37.6578153,55.7472416,0
37.6574504,55.7502609,0
37.6578796,55.7538836,0
37.6606691,55.7561537,0
37.6595748,55.758472,0
37.6601112,55.7616835,0
37.6585877,55.764605,0
37.6555407,55.7681781,0
37.6536847,55.7678583,0
37.6529443,55.7693128,0
37.6510131,55.7702422,0
37.6492107,55.7707974,0
37.6474726,55.7704716,0
37.64346,55.7714371,0
37.6434386,55.7715457,0
37.6410354,55.7725114,0
37.6391042,55.7730061,0
37.6381171,55.7735614,0
37.6338256,55.7741407,0
37.6307141,55.7744183,0
37.6288045,55.7747079,0
37.6275814,55.7748769,0
37.6235044,55.7749131,0
37.6211655,55.7748165,0
37.6207363,55.7745993,0
37.6213157,55.7733441,0
37.6215189,55.7722076,0
